,,,,tempoExecucao,tempoExecucao,raio,raio,silhueta,silhueta,indiceRand,indiceRand
,,,,mean,std,mean,std,mean,std,mean,std
algoritmo,instancia,p,percentRaio,,,,,,,,
1,real2.txt,1,0.0,0.06392333333333333,0.004247732322670238,15.733333333333333,1.7005746155310288,0.43095,0.034239448412411756,0.12244333333333332,0.06558675057185492
1,real2.txt,2,0.0,0.06271666666666667,0.001131700988086865,12.276366666666666,1.0458481683611471,0.4514833333333333,0.01348107443107158,0.09868,0.04520657870952734
1,real3.txt,1,0.0,0.42105333333333334,0.006483705482330997,4.6,0.4982728791224398,0.4489666666666666,0.055534290949505835,0.05198666666666667,0.012776425848853992
1,real3.txt,2,0.0,0.4247833333333333,0.006540857443176248,4.8,0.5508613944197479,0.45419666666666664,0.07780965051099817,0.05245666666666667,0.01342225849060082
1,real4.txt,1,0.0,0.12467666666666667,0.004766020774502407,1952.8333333333333,217.4169811173012,0.5235766666666667,0.019211951799700693,-0.0008866666666666666,0.0004297018479840639
1,real4.txt,2,0.0,0.12276333333333334,0.0020439116205559576,1914.80836,176.66492808075114,0.5266466666666667,0.022881007533479072,-0.0009666666666666666,0.0004188105763356206
1,real5.txt,1,0.0,0.29501666666666665,0.006421681127691338,4719.933333333333,556.7178405826318,0.42931,0.059605556035866564,0.0771,0.09189259847872631
1,real5.txt,2,0.0,0.2989866666666667,0.006652545964973995,4487.711546666667,520.9392183199714,0.44802333333333333,0.053375273129129694,0.09107333333333334,0.08046300042119738
1,real6.txt,1,0.0,0.042333333333333334,0.0030527922022117807,56.6,5.87572446010145,0.43468,0.036077143399416596,0.028726666666666668,0.028629740183740853
1,real6.txt,2,0.0,0.041543333333333335,0.002442396128922315,44.91535,4.882538686659241,0.43027333333333334,0.038743817600990875,0.02962,0.0421270606781355
1,real7.txt,1,0.0,1.3662999999999998,0.016116707972227775,34.03333333333333,2.4422055229017783,0.4019133333333333,0.04904205607810317,0.21229666666666666,0.04030999262896393
1,real7.txt,2,0.0,1.3850166666666666,0.02714417551460745,27.909073333333332,1.5145852080248958,0.3768566666666667,0.04699574950210251,0.20545,0.04911097742305966
1,real8.txt,1,0.0,0.5717766666666666,0.013124330743747076,4.0,0.0,0.44309333333333334,0.02832005422424836,0.0007233333333333333,0.0011822489770256354
1,real8.txt,2,0.0,0.55432,0.009655421917958495,3.1770766666666668,0.08093513658068001,0.44476333333333334,0.0298560163558985,0.0005033333333333334,0.000833556292012737
1,real9.txt,1,0.0,1.6614866666666666,0.02173931340052943,0.3218,0.015834053220174255,0.30505666666666664,0.062771565511636,0.00192,0.00268050432722573
1,real9.txt,2,0.0,1.6542033333333335,0.016848564521548447,0.25767666666666666,0.011870963802876139,0.36086333333333337,0.059285989990852016,0.003823333333333333,0.0029095186630394235
2,.\df_0.txt,1,0.01,0.020903333333333333,0.005291729613165302,2.4607966666666665,0.285439796760565,0.35872666666666664,0.043343423582085566,-0.00086,0.0021570413964981977
2,.\df_0.txt,1,0.02,0.04003,0.0018204110941554212,2.55613,0.3021138905480332,0.3416666666666667,0.058832112585427095,-0.00023,0.0029143107069342705
2,.\df_0.txt,1,0.04,0.03785666666666666,0.003217161238853537,2.6124033333333334,0.2727719756099605,0.34006000000000003,0.07127657931340904,0.0003066666666666667,0.003925156121062275
2,.\df_0.txt,1,0.08,0.03053,0.0021434985903649563,2.419836666666667,0.27710675831842707,0.35446333333333335,0.04679911201142037,-0.00082,0.002605087860057831
2,.\df_0.txt,1,0.16,0.02496,0.0012885704455339049,2.385013333333333,0.3287263569401249,0.36462333333333335,0.03795941283777326,-0.0012533333333333333,0.001271906885914524
2,.\df_0.txt,2,0.02,0.04019333333333333,0.0020586124106959187,1.96068,0.23130761485445134,0.34586666666666666,0.0687713118482797,-5.666666666666666e-05,0.0038795381286892932
2,.\df_0.txt,2,0.04,0.03516666666666667,0.0015043232716896737,1.9714966666666667,0.20561608766277775,0.35966,0.045675682808251475,-0.0006566666666666667,0.0032979286428504377
2,.\df_0.txt,2,0.08,0.030216666666666666,0.0016433950001252834,1.9080466666666667,0.23790477772497087,0.3706,0.016045860998164407,-0.0013333333333333333,0.000859564177192514
2,.\df_0.txt,2,0.16,0.025283333333333335,0.0015407305328033972,1.92381,0.23820687958738435,0.3598766666666667,0.0547082020159326,-0.0007766666666666667,0.003217697113254086
2,.\df_1.txt,1,0.01,0.02078,0.004471395678123871,2.4049133333333335,0.49483540330883374,0.42073,0.05372723030142228,0.27129,0.11814028000060223
2,.\df_1.txt,1,0.02,0.03907,0.0008221712213653433,2.5690666666666666,0.45179773650677324,0.38304,0.07298230583858831,0.22430333333333333,0.1313420159770648
2,.\df_1.txt,1,0.04,0.034936666666666664,0.0013662138302202396,2.4453533333333337,0.49392362995698547,0.39864,0.08777364933305087,0.25569000000000003,0.1278466170172626
2,.\df_1.txt,1,0.08,0.029806666666666665,0.0011233979653291828,2.47687,0.38337396629724707,0.3907966666666667,0.07083649694084664,0.26799,0.11124248552691954
2,.\df_1.txt,1,0.16,0.024393333333333333,0.0008590023617378851,2.4061066666666666,0.3048217398045475,0.3929,0.07553609778751824,0.27282666666666666,0.11840076576328945
2,.\df_1.txt,2,0.02,0.038950000000000005,0.0019163093120136809,1.99619,0.4643860718084202,0.40393666666666667,0.07886422852111015,0.26142333333333334,0.13829390413008172
2,.\df_1.txt,2,0.04,0.034100000000000005,0.0008749384214785125,2.0824866666666666,0.5379558197045766,0.40025666666666665,0.07736247278495109,0.24434999999999998,0.13661064922896246
2,.\df_1.txt,2,0.08,0.030076666666666665,0.002461522283876988,1.83752,0.31776086475904136,0.42988666666666664,0.04298145336460056,0.30272666666666664,0.13251383775063755
2,.\df_1.txt,2,0.16,0.0246,0.0009822563749891863,1.89001,0.30905061447980464,0.40768,0.06662615412728776,0.25099,0.15075119797087905
2,.\df_2.txt,1,0.01,0.0287,0.007358551206730096,11.366946666666667,2.887131131564788,0.3332333333333333,0.08768528494224273,0.42116333333333333,0.170708213412351
2,.\df_2.txt,1,0.02,0.051000000000000004,0.003897125377364263,10.55705,2.6094019362020817,0.38364,0.07567918494858912,0.5371533333333333,0.159710344996342
2,.\df_2.txt,1,0.04,0.04572,0.002951142385468778,10.29393,1.7080195961384934,0.36766333333333334,0.061279818826448056,0.48808,0.1576759387324915
2,.\df_2.txt,1,0.08,0.03735,0.0030333491221011355,9.68232,2.239095806947451,0.4065533333333333,0.0737165668617649,0.51748,0.17410765476645723
2,.\df_2.txt,1,0.16,0.029006666666666667,0.0013923270853659644,8.727039999999999,1.291766639702495,0.44033,0.0556229929510053,0.5692,0.16303886991588318
2,.\df_2.txt,2,0.02,0.05082333333333333,0.003794522670751959,8.80246,1.888079802083186,0.37234,0.07900737896573005,0.4965866666666667,0.15546584442124
2,.\df_2.txt,2,0.04,0.04321333333333333,0.0030540796156699277,8.6097,1.8893216394360652,0.3707766666666667,0.07616195848020343,0.43772666666666665,0.18596283635648042
2,.\df_2.txt,2,0.08,0.03542666666666667,0.001358227377575419,8.37197,1.6375950832410227,0.38741,0.07339738015619565,0.5209233333333334,0.1413520664092355
2,.\df_2.txt,2,0.16,0.031013333333333334,0.003305036212784375,7.41275,1.0397905829441378,0.44745,0.04984172708304448,0.6131833333333333,0.13658532279238073
2,.\df_3.txt,1,0.01,0.02799,0.005713465643125233,6.3289833333333325,2.147968292658057,0.44515999999999994,0.10294740404692096,0.5105133333333334,0.1952952737626361
2,.\df_3.txt,1,0.02,0.04928333333333333,0.0022916765934999205,6.028906666666667,1.8888952547460909,0.46688666666666667,0.10692169140054801,0.5648066666666666,0.19412320995614657
2,.\df_3.txt,1,0.04,0.04303666666666666,0.002954655395430595,4.79818,1.9525812306648926,0.5252766666666667,0.11746806369607764,0.6580666666666667,0.22101514901009395
2,.\df_3.txt,1,0.08,0.03713333333333334,0.004070188789430927,4.308866666666666,1.4375322255658238,0.55874,0.0900151657720271,0.70179,0.19771970119686938
2,.\df_3.txt,1,0.16,0.02876333333333333,0.0008450600196326947,3.2614799999999997,0.5606514685982543,0.6019,0.06096865220524511,0.7863266666666667,0.13319997135065792
2,.\df_3.txt,2,0.02,0.048536666666666665,0.0023504193805293154,4.127586666666667,1.5273294673661792,0.46430666666666665,0.11125222952692967,0.5234366666666667,0.22389293390050233
2,.\df_3.txt,2,0.04,0.041756666666666664,0.0012984562009352191,3.8007766666666667,1.540419357744067,0.5161066666666667,0.10804884570170688,0.6132566666666667,0.22720791432811785
2,.\df_3.txt,2,0.08,0.035666666666666666,0.0018523672335193397,3.1735866666666666,1.129559279857699,0.54472,0.10751555268409084,0.6903266666666668,0.20184029694603692
2,.\df_3.txt,2,0.16,0.02885,0.000891240901680115,2.4405466666666666,0.3259705336094188,0.5915533333333334,0.07205726522193558,0.76192,0.15972989787720418
2,.\df_4.txt,1,0.01,0.028393333333333333,0.005838512643221512,9.391860000000001,3.3024128127675128,0.4449033333333333,0.14947493962103697,0.5576766666666667,0.22418246675933165
2,.\df_4.txt,1,0.02,0.05127333333333333,0.0045024846269689734,10.239893333333333,3.307980017549342,0.43742333333333333,0.14482635662997478,0.5895733333333334,0.20566402285973742
2,.\df_4.txt,1,0.04,0.04616666666666667,0.003399729536233762,8.52626,2.7654356569675573,0.48274333333333336,0.12194192140278215,0.6612833333333333,0.1867598200960229
2,.\df_4.txt,1,0.08,0.036693333333333335,0.002708980382476712,7.52829,2.139371983477781,0.5297533333333333,0.09042583828688047,0.7152066666666667,0.19152736535064882
2,.\df_4.txt,1,0.16,0.029893333333333334,0.0017853683737215288,6.472033333333333,1.1368404635392912,0.5741966666666667,0.062227322324507596,0.8005766666666666,0.17339536183458637
2,.\df_4.txt,2,0.02,0.050100000000000006,0.0021242442875299087,6.491403333333333,1.7914695656000592,0.46046000000000004,0.11283916414754781,0.6149933333333333,0.17195923320676174
2,.\df_4.txt,2,0.04,0.044239999999999995,0.0024530909425485616,6.534466666666666,2.0411886681173237,0.45528,0.1396056821291978,0.62169,0.2058277826325889
2,.\df_4.txt,2,0.08,0.037669999999999995,0.004408467557654989,6.401606666666667,2.282538348498841,0.4896066666666667,0.14646781671525433,0.70005,0.22228797375445672
2,.\df_4.txt,2,0.16,0.031136666666666663,0.004054157791983293,4.877619999999999,1.089103043920024,0.5647666666666668,0.07574363901064375,0.7997599999999999,0.1485376710607041
2,.\df_5.txt,1,0.01,0.02144,0.004926116187185924,2.4759933333333333,0.3016773315445099,0.34042333333333336,0.06521262667736148,0.00017666666666666671,0.0037752993334928112
2,.\df_5.txt,1,0.02,0.039,0.0005252257314388895,2.5648866666666668,0.3642137897494796,0.3211866666666667,0.08462212449485647,0.0015300000000000001,0.005875205058783788
2,.\df_5.txt,1,0.04,0.03697333333333333,0.0033831156149868456,2.50018,0.3012345430574563,0.34997333333333336,0.04725249078151831,-0.0008933333333333333,0.0020075604226460317
2,.\df_5.txt,1,0.08,0.030433333333333333,0.0009617990805071332,2.4354666666666662,0.28694009867894915,0.36386,0.029699931498818034,-0.00068,0.003727844898357079
2,.\df_5.txt,1,0.16,0.02546,0.0008088305734526386,2.38882,0.2831029268171098,0.36224666666666666,0.05265516140881638,-0.00129,0.00109461062199903
2,.\df_5.txt,2,0.02,0.04015333333333334,0.0018098834661158549,1.9596133333333334,0.21234499861494635,0.36189333333333334,0.04742691606900129,-0.00036999999999999994,0.0039044757694833704
2,.\df_5.txt,2,0.04,0.03654333333333334,0.003391844512267962,1.9615700000000003,0.22986461855202703,0.34865999999999997,0.06364342260893352,0.00014333333333333337,0.0037168473230667553
2,.\df_5.txt,2,0.08,0.03015,0.0011726039399558576,2.0044733333333333,0.21242915238170398,0.3504,0.07138640361224018,-0.0003233333333333333,0.0036991782249886102
2,.\df_5.txt,2,0.16,0.025453333333333335,0.0012667453091134457,1.8723366666666665,0.20935925645733414,0.37022333333333335,0.0427911260808169,-0.00119,0.0023543576618687313
2,.\df_6.txt,1,0.01,0.020756666666666666,0.004713932638417761,2.5168666666666666,0.5324092607379592,0.3822733333333333,0.09574372738374735,0.27509666666666666,0.13814558408540914
2,.\df_6.txt,1,0.02,0.03964666666666667,0.002496167176835847,2.5731800000000002,0.4754329971285341,0.39760333333333336,0.06726517510279147,0.25600666666666666,0.15538309705555076
2,.\df_6.txt,1,0.04,0.03533666666666667,0.0036695845234457607,2.6887666666666665,0.5126605601029374,0.3860766666666667,0.07727236506215433,0.23834666666666668,0.10974657243358235
2,.\df_6.txt,1,0.08,0.030019999999999998,0.0016566272342031106,2.667266666666667,0.503750494708978,0.37101999999999996,0.10096077558585093,0.2611366666666667,0.134678619974222
2,.\df_6.txt,1,0.16,0.02462,0.0018111531856993658,2.387776666666667,0.2600867927858106,0.41506666666666664,0.06872901978727428,0.24971,0.10885284704749262
2,.\df_6.txt,2,0.02,0.03968,0.0021988084547521778,2.056486666666667,0.4021487370521554,0.40830333333333335,0.06570805064480478,0.24347333333333332,0.146177270588767
2,.\df_6.txt,2,0.04,0.03532333333333334,0.0025914558993278118,2.1093233333333337,0.40140432766023815,0.4126033333333333,0.07933323208242356,0.25996,0.12088555031872947
2,.\df_6.txt,2,0.08,0.029906666666666668,0.0012060003240502034,1.9236466666666667,0.4558276714099183,0.40154333333333336,0.07649074175815423,0.22110666666666667,0.1377472921902537
2,.\df_6.txt,2,0.16,0.02441,0.0010710452516278118,1.80234,0.27015139127329435,0.40898666666666667,0.0843197106802164,0.23126,0.11879553457299126
2,.\df_7.txt,1,0.01,0.02813,0.006046780277481392,10.362683333333333,1.4132661423182074,0.36913,0.07155411335437702,0.48768,0.1717719466477935
2,.\df_7.txt,1,0.02,0.05016666666666667,0.002829442900366922,10.32213,1.869893707867947,0.37848,0.07742169971143037,0.48638333333333333,0.1544465850826044
2,.\df_7.txt,1,0.04,0.044623333333333334,0.004449539560319763,10.239943333333335,2.022968354651041,0.38427333333333336,0.05817144656446407,0.48957666666666666,0.1714695020300601
2,.\df_7.txt,1,0.08,0.03586666666666667,0.00242278456687161,9.23633,1.4406655095643384,0.41091333333333335,0.05255769725006875,0.5540466666666667,0.13805113678567119
2,.\df_7.txt,1,0.16,0.029623333333333335,0.0017843540960890824,8.947163333333332,1.2385739504277333,0.45327666666666666,0.040938176124099813,0.6142033333333333,0.14341635909989928
2,.\df_7.txt,2,0.02,0.04957666666666667,0.004146014566015078,8.846916666666665,1.947309906455983,0.37502,0.11033338632495168,0.4948166666666667,0.18995117718151597
2,.\df_7.txt,2,0.04,0.042616666666666664,0.0022755193925227536,8.117906666666666,1.7755697608982002,0.37843,0.05733026612351543,0.46415,0.1380803333146175
2,.\df_7.txt,2,0.08,0.03586333333333334,0.002138720747732532,8.14544,1.3399199056351243,0.3975666666666667,0.06503976679207742,0.5131966666666666,0.14446307363363883
2,.\df_7.txt,2,0.16,0.0287,0.0007497125886079547,7.067763333333334,0.8919971302270727,0.45452333333333333,0.04135968954840243,0.6034833333333334,0.12440714605080268
2,.\df_8.txt,1,0.01,0.02783333333333333,0.005382496109410217,6.1160966666666665,2.522075254761079,0.46892333333333336,0.1379391312120684,0.5562733333333333,0.26469125401875854
2,.\df_8.txt,1,0.02,0.050640000000000004,0.003972543699983155,5.251463333333334,1.5700048654621144,0.48069999999999996,0.11521153258844928,0.6182333333333333,0.18247198241871568
2,.\df_8.txt,1,0.04,0.04355666666666667,0.0025344091786957874,5.093566666666666,2.086261628935311,0.48580666666666666,0.11707563112065146,0.58961,0.2264069959775674
2,.\df_8.txt,1,0.08,0.03580333333333333,0.0027973489091531354,4.221896666666667,1.3923708207235237,0.5606233333333334,0.09329711043806208,0.7211166666666667,0.1901067977223063
2,.\df_8.txt,1,0.16,0.02861666666666667,0.0008379298519456203,3.33846,0.6131204098425669,0.6017866666666667,0.06654401568126549,0.78696,0.1409703627448472
2,.\df_8.txt,2,0.02,0.04885333333333333,0.0018630218932456594,4.09844,1.391470310090039,0.45592,0.10545752012883736,0.5527966666666667,0.18387192972346236
2,.\df_8.txt,2,0.04,0.042780000000000006,0.0024903122640371395,3.5441133333333332,1.2814514089926294,0.48706333333333335,0.12216175676574054,0.5993766666666667,0.21737962294397412
2,.\df_8.txt,2,0.08,0.03596333333333333,0.002217249512864723,3.040986666666667,1.090157491226915,0.5583333333333333,0.09957367860666985,0.7109566666666667,0.1950169978150151
2,.\df_8.txt,2,0.16,0.030293333333333335,0.003376177529787745,2.5187733333333333,0.37730007808048516,0.5969599999999999,0.06646423253823482,0.7739233333333334,0.1522960132231903
2,.\df_9.txt,1,0.01,0.0275,0.005864857349001587,11.292293333333333,4.222563700581824,0.44073,0.1600696187977874,0.58741,0.19889016263531853
2,.\df_9.txt,1,0.02,0.050113333333333336,0.0026870998766563244,11.38375,4.3671688621087705,0.44904,0.14600649631272314,0.5756066666666667,0.20085798024944154
2,.\df_9.txt,1,0.04,0.04507333333333333,0.006182563542255186,10.55241,4.113495744107815,0.48806666666666665,0.16095671153607027,0.6397600000000001,0.21486445061463993
2,.\df_9.txt,1,0.08,0.03552333333333334,0.0018201332526689524,6.78067,2.4111035783683556,0.6522966666666666,0.09770685742825704,0.8895666666666667,0.17037470941778712
2,.\df_9.txt,1,0.16,0.029146666666666668,0.001650649471620465,5.956096666666666,0.7868662711091354,0.6716366666666667,0.05536227698210835,0.9172433333333333,0.11505836504929182
2,.\df_9.txt,2,0.02,0.04998333333333334,0.0022488438919975543,7.623173333333333,3.4325926741823847,0.4934233333333333,0.1853132626091575,0.6282866666666667,0.2602375118516019
2,.\df_9.txt,2,0.04,0.04287,0.0034522506401996095,7.35703,2.9266304985897795,0.5121133333333333,0.15991517952864315,0.66084,0.2272573167138959
2,.\df_9.txt,2,0.08,0.03672333333333333,0.0017733045974683247,6.508713333333334,2.761057934389909,0.5569933333333333,0.16130066364387355,0.7312366666666666,0.24279703384448123
2,.\df_9.txt,2,0.16,0.03013,0.0019181798125054506,4.71248,0.7087471819076735,0.6744199999999999,0.05769069368564597,0.9283833333333333,0.08801505389786277
2,.\pontos_1.txt,1,0.01,0.07083666666666667,0.01294656080901832,15.00709,5.870242159273946,0.43814666666666663,0.17155357006573443,0.61284,0.13883054319614951
2,.\pontos_1.txt,1,0.02,0.11239666666666667,0.010611785359012268,14.157843333333334,6.478544850115188,0.47706333333333334,0.1303187563797622,0.62901,0.1791099206902152
2,.\pontos_1.txt,1,0.04,0.09500333333333333,0.005138662333206243,11.20211,5.2056601186858,0.5473866666666667,0.16176326195876561,0.7504066666666667,0.16331783046295476
2,.\pontos_1.txt,1,0.08,0.07773666666666666,0.0037897760222538987,6.540076666666667,0.7848617922188957,0.67897,0.025227258792958413,0.8746133333333332,0.08759211794697501
2,.\pontos_1.txt,1,0.16,0.05898333333333334,0.0018294682350312912,7.450019999999999,0.8343187038453632,0.7771866666666667,0.016156598595029822,0.7724233333333334,0.012245102703933745
2,.\pontos_1.txt,2,0.02,0.11369333333333334,0.004074981136688587,11.340309999999999,4.657052478386761,0.5045366666666667,0.14765185866698766,0.6563666666666667,0.13260858747179374
2,.\pontos_1.txt,2,0.04,0.09423000000000001,0.004899130816647038,10.155033333333334,4.6411071312433805,0.5189,0.13480764329093203,0.7017633333333334,0.1655785166044181
2,.\pontos_1.txt,2,0.08,0.07841999999999999,0.0042138850940915415,4.949656666666667,0.634131410118479,0.6815866666666667,0.022790027058635413,0.8454533333333334,0.09591088799912971
2,.\pontos_1.txt,2,0.16,0.05961333333333333,0.00279824246975494,5.681046666666666,0.5660444808483257,0.78156,0.01504099226367272,0.7765666666666667,0.01103559548987243
2,.\pontos_10.txt,1,0.01,0.07063666666666667,0.013671805453846109,14.677356666666666,6.733798852094655,0.4149233333333333,0.17849020002719232,0.5842333333333334,0.1719970335215985
2,.\pontos_10.txt,1,0.02,0.11198,0.00424803402804736,13.221763333333334,5.659315338660879,0.44972666666666666,0.17005235894161888,0.6103766666666667,0.14447229941705286
